ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split,paper_id,title
0.6199062332840657,0.5110303792074372,0.40734773697178256,0.39825017552088177,0.4303220366802383,0.4,0.09523809523809523,0.15384615384615385,0.4,0.19047619047619047,0.25806451612903225,0.45,0.42857142857142855,0.4390243902439024,0.35,0.45919076802867165,1.0,0.7328925535557806,0.4581666282270647,0.6899107492711597,unfaceted,test,22569528,"ERK1/2 MAP kinases: structure, function, and regulation."
0.0,0.0,0.06950624595614431,0.06950624595614431,0.12427359550383066,0.0,0.0,0.0,0.1,0.125,0.11111111111111112,0.2,0.5,0.28571428571428575,0.1568627450980392,0.17263032106782106,0.125,0.41110056861238103,0.2264086728248414,0.3743405012165956,unfaceted,test,23613754,"ERK2 suppresses self-renewal capacity of embryonic stem cells, but is not required for multi-lineage commitment."
0.30995311664203284,0.3188310281303569,0.3464331129987167,0.3749733076510019,0.3478758636141853,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2857142857142857,0.14814814814814817,0.1346153846153846,0.12900798859941137,0.058823529411764705,0.6648188181050263,0.4125910958587201,0.6263163267757573,unfaceted,test,29409062,Novel overlapping subgraph clustering for the detection of antigen epitopes.
1.0,1.0,1.0,0.975176924608071,0.978138737636808,1.0,0.11363636363636363,0.20408163265306123,1.0,0.22727272727272727,0.37037037037037035,0.9,0.4090909090909091,0.5625000000000001,0.7333333333333333,0.8560692203074841,1.0,0.9849807843648385,0.9655002844684104,0.9382625039393735,unfaceted,dev,29360039,Crk proteins transduce FGF signaling to promote lens fiber cell elongation.
0.5,0.5545372948163666,0.5753151084895227,0.588897024915562,0.618591091492432,0.2,0.03225806451612903,0.05555555555555555,0.2,0.06451612903225806,0.0975609756097561,0.35,0.22580645161290322,0.2745098039215686,0.5535714285714286,0.44220170568928074,0.2,0.8591320007877132,0.6320139893019077,0.8012274248763623,unfaceted,test,27461729,Systematic identification of protein combinations mediating chromatin looping.
0.5,0.4262772698572296,0.4535380943353138,0.40951679262718566,0.4842888019148148,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.1,0.5,0.16666666666666669,0.10256410256410256,0.20778388278388277,0.5,0.721826141228248,0.47455422546475245,0.6698230624257183,unfaceted,test,29165708,Separase prevents genomic instability by controlling replication fork speed.
0.8099531166420328,0.7153059135611124,0.6397797757720496,0.6676938879126707,0.6604702052054223,0.6,0.21428571428571427,0.3157894736842105,0.3,0.21428571428571427,0.25,0.4,0.5714285714285714,0.47058823529411764,0.3181818181818182,0.41206240926012777,0.5,0.8927451444042716,0.7405019612081737,0.8471869533326349,unfaceted,dev,29353941,A Bayesian model selection approach for identifying differentially expressed transcripts from RNA sequencing data.
0.8099531166420328,0.8188310281303569,0.7541435951160328,0.7649883316828159,0.7736717249891144,0.6,0.06666666666666667,0.12000000000000001,0.4,0.08888888888888889,0.14545454545454545,0.6,0.26666666666666666,0.36923076923076925,0.7627118644067796,0.6853685393441941,0.5,0.9309407099608701,0.793405546138866,0.8624031761119247,unfaceted,test,25704641,Expression of TGFβ superfamily components and other markers of oocyte quality in oocytes selected by brilliant cresyl blue staining: relevance to early embryonic development.
0.8099531166420328,0.8733683229467235,0.7657729992344074,0.6754313970659152,0.6555794332976665,0.8,0.23529411764705882,0.3636363636363636,0.5,0.29411764705882354,0.37037037037037035,0.4,0.47058823529411764,0.4324324324324324,0.288135593220339,0.48906163090963184,1.0,0.8734288543153654,0.6789525538816729,0.7908280571857091,unfaceted,dev,29348350,Draft Genome Sequences of 14 Strains of Pseudomonas Isolated from Prunus sp. Plants.
0.30995311664203284,0.2065273698508407,0.20717764342111208,0.2718999107199926,0.3242263907600625,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.375,0.21428571428571425,0.1509433962264151,0.15248549757870522,0.09090909090909091,0.6194510414255988,0.3503742799385774,0.5425671362169983,unfaceted,test,29255034,Artificial antibody created by conformational reconstruction of the complementary-determining region on gold nanoparticles.
