ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split,paper_id,title
0.38009376671593426,0.35123899361230887,0.27997632822948654,0.23818845225833762,0.24949561613868798,0.2,0.047619047619047616,0.07692307692307693,0.2,0.09523809523809523,0.12903225806451613,0.15,0.14285714285714285,0.14634146341463414,0.35,0.3243868118677811,1.0,0.6326238123561096,0.2111336477498427,0.5255699253927203,unfaceted,test,22569528,"ERK1/2 MAP kinases: structure, function, and regulation."
0.23981246656813146,0.28642306264840484,0.3053262907887225,0.3053262907887225,0.3053262907887225,0.4,0.25,0.3076923076923077,0.3,0.375,0.33333333333333326,0.3,0.75,0.4285714285714285,0.14814814814814814,0.2967415577342048,0.3333333333333333,0.5515218369063948,0.4584755903710536,0.5152885069255666,unfaceted,test,23613754,"ERK2 suppresses self-renewal capacity of embryonic stem cells, but is not required for multi-lineage commitment."
0.6199062332840657,0.4130547397016814,0.4652782832159258,0.4804396276102445,0.5179856550935726,0.2,0.14285714285714285,0.16666666666666666,0.2,0.2857142857142857,0.23529411764705882,0.15,0.42857142857142855,0.2222222222222222,0.11666666666666667,0.20482021057759978,0.3333333333333333,0.7316444180838819,0.5051574121784491,0.6810606139719881,unfaceted,test,29409062,Novel overlapping subgraph clustering for the detection of antigen epitopes.
1.0,1.0,1.0,0.975176924608071,0.9587812613031838,1.0,0.11363636363636363,0.20408163265306123,1.0,0.22727272727272727,0.37037037037037035,0.85,0.38636363636363635,0.53125,0.7457627118644068,0.8671555943472934,1.0,0.9854132233708215,0.9500529944593459,0.9388085598352125,unfaceted,dev,29360039,Crk proteins transduce FGF signaling to promote lens fiber cell elongation.
0.8099531166420328,0.8100524844200853,0.8167479679240015,0.8440992559285221,0.8223998670955046,0.6,0.0967741935483871,0.16666666666666666,0.7,0.22580645161290322,0.3414634146341463,0.65,0.41935483870967744,0.5098039215686274,0.5254237288135594,0.6324567049993739,1.0,0.929320094097988,0.8195514988805858,0.897119954800128,unfaceted,test,27461729,Systematic identification of protein combinations mediating chromatin looping.
0.0,0.13146283879037673,0.23660499942464963,0.2795467607368334,0.36562156027934023,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.1,0.5,0.16666666666666669,0.07142857142857142,0.10542582417582416,0.125,0.6205193980943813,0.36935495477380625,0.5558237405847726,unfaceted,test,29165708,Separase prevents genomic instability by controlling replication fork speed.
0.8800937667159342,0.8078006489229197,0.8467958581442502,0.795034831063555,0.7748309540622806,0.6,0.21428571428571427,0.3157894736842105,0.6,0.42857142857142855,0.5,0.45,0.6428571428571429,0.5294117647058824,0.2545454545454545,0.5167364781959796,1.0,0.9321382708590832,0.8451664946253123,0.8794739049442186,unfaceted,dev,29353941,A Bayesian model selection approach for identifying differentially expressed transcripts from RNA sequencing data.
0.6199062332840657,0.6834208073668087,0.7476513668492925,0.7604925949014293,0.7890698820304283,0.6,0.06666666666666667,0.12000000000000001,0.8,0.17777777777777778,0.2909090909090909,0.75,0.3333333333333333,0.46153846153846156,0.7627118644067796,0.749594492505167,0.5,0.9144171307297212,0.7898448561899882,0.8449585086488774,unfaceted,test,25704641,Expression of TGFβ superfamily components and other markers of oocyte quality in oocytes selected by brilliant cresyl blue staining: relevance to early embryonic development.
0.4298593499260986,0.5711171490872925,0.6581329293646907,0.5857538467345667,0.595385500227716,0.6,0.17647058823529413,0.2727272727272727,0.6,0.35294117647058826,0.4444444444444445,0.35,0.4117647058823529,0.37837837837837834,0.2833333333333333,0.3944389525597207,0.3333333333333333,0.8022291561381651,0.6082242052545478,0.7105802886153243,unfaceted,dev,29348350,Draft Genome Sequences of 14 Strains of Pseudomonas Isolated from Prunus sp. Plants.
0.0,0.0,0.10478122849037735,0.12485398908171937,0.20965017949468825,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.17391304347826086,0.1381623175206852,0.07692307692307693,0.5441562131933929,0.2484130333783089,0.5189712360840967,unfaceted,test,29255034,Artificial antibody created by conformational reconstruction of the complementary-determining region on gold nanoparticles.
0.8800937667159342,0.6899475155799147,0.6850556643105188,0.6813890468436076,0.7016028084076433,0.4,0.16666666666666666,0.23529411764705882,0.3,0.25,0.2727272727272727,0.25,0.4166666666666667,0.3125,0.2222222222222222,0.3882776574055751,1.0,0.8986969212048397,0.7274992226669977,0.8405884779859205,unfaceted,test,29362237,Processing of Candida albicans Ece1p Is Critical for Candidalysin Maturation and Fungal Virulence.
0.8099531166420328,0.8188310281303568,0.8555882904357681,0.8283655177238709,0.8090494926270653,0.6,0.08571428571428572,0.15,0.8,0.22857142857142856,0.3555555555555555,0.6,0.34285714285714286,0.43636363636363634,0.5833333333333334,0.661687477740178,1.0,0.9358250227838972,0.8073438969141657,0.8901285316872392,unfaceted,dev,29372014,A psychometric assessment of Disturbances in Self-Organization symptom indicators for ICD-11 Complex PTSD using the International Trauma Questionnaire.
1.0,1.0,1.0,1.0,1.0,1.0,0.11627906976744186,0.20833333333333334,1.0,0.23255813953488372,0.37735849056603776,0.8,0.37209302325581395,0.5079365079365079,0.7166666666666667,0.84083071617789,1.0,0.9806330280756069,0.922839133163226,0.907336924242835,unfaceted,dev,26787849,SutA is a bacterial transcription factor expressed during slow growth in Pseudomonas aeruginosa.
0.6900468833579672,0.743847891260742,0.6954380852480772,0.6602228590086692,0.6602228590086692,0.4,0.5,0.4444444444444445,0.3,0.75,0.4285714285714285,0.15,0.75,0.24999999999999997,0.12121212121212122,0.38030303030303025,0.5,0.7952607417197967,0.6875476369372571,0.776194613898382,unfaceted,dev,29303981,Development of a Machine Vision Method for the Monitoring of Laying Hens and Detection of Multiple Nest Occupations.
0.30995311664203284,0.38769634172048384,0.4007725309853354,0.3961062247445092,0.464502724613595,0.2,0.14285714285714285,0.16666666666666666,0.1,0.14285714285714285,0.11764705882352941,0.1,0.2857142857142857,0.14814814814814817,0.1590909090909091,0.1715684844256273,0.25,0.7436811901933346,0.4969577540830592,0.6806028918346507,unfaceted,dev,29329231,"Development of a Cytocompatible Scaffold from Pig Immature Testicular Tissue Allowing Human Sertoli Cell Attachment, Proliferation and Functionality."
0.4298593499260986,0.4389359969705273,0.4668409178207182,0.5438446203106869,0.5536817499430168,0.2,0.16666666666666666,0.1818181818181818,0.2,0.3333333333333333,0.25,0.2,0.6666666666666666,0.30769230769230765,0.12,0.241823009506833,0.3333333333333333,0.7444512630806412,0.5988129306667609,0.6832202812789915,unfaceted,test,29342945,Hyperspectral Features of Oil-Polluted Sea Ice and the Response to the Contamination Area Fraction.
1.0,0.7526594248524286,0.6547830921405975,0.602124652641754,0.5481923588118822,0.6,0.25,0.35294117647058826,0.5,0.4166666666666667,0.45454545454545453,0.3,0.5,0.37499999999999994,0.2727272727272727,0.49643045569799926,1.0,0.8166207243066106,0.5420467104882711,0.8048690292016542,unfaceted,test,29409497,"Langerian mindfulness, quality of life and psychological symptoms in a sample of Italian students."
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37440389184145845,0.0487122070898448,0.3077834440560114,unfaceted,test,27716862,Effect of Body Position on Energy Expenditure of Preterm Infants as Determined by Simultaneous Direct and Indirect Calorimetry.
0.8800937667159342,0.7444848103962813,0.7644832793285347,0.7498308942666627,0.7404592875927236,0.6,0.14285714285714285,0.23076923076923073,0.5,0.23809523809523808,0.3225806451612903,0.4,0.38095238095238093,0.3902439024390244,0.3559322033898305,0.48537117812433844,1.0,0.8979698766573122,0.7191441658067225,0.8337553378554137,unfaceted,test,29293394,Aluminum-activated root malate and citrate exudation is independent of NIP1;2-facilitated root-cell-wall aluminum removal in Arabidopsis.
