ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split,paper_id,title
0.0,0.22460731655903235,0.2509475923973377,0.2631385521203182,0.2317416691907212,0.2,0.047619047619047616,0.07692307692307693,0.3,0.14285714285714285,0.19354838709677416,0.3,0.2857142857142857,0.2926829268292683,0.38181818181818183,0.3473072295663602,0.25,0.6094640582764034,0.25772515102970556,0.5224931282964927,unfaceted,test,22569528,"ERK1/2 MAP kinases: structure, function, and regulation."
0.38009376671593426,0.4778706706655854,0.3934441659080562,0.3934441659080562,0.446816210188696,0.4,0.25,0.3076923076923077,0.3,0.375,0.33333333333333326,0.2,0.5,0.28571428571428575,0.14814814814814814,0.29420975251567355,0.5,0.6192429260920718,0.4468162101886959,0.5830095961112437,unfaceted,test,23613754,"ERK2 suppresses self-renewal capacity of embryonic stem cells, but is not required for multi-lineage commitment."
0.19004688335796713,0.2444848103962814,0.27668720186279433,0.28266896931218477,0.33381171009068583,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.15,0.42857142857142855,0.2222222222222222,0.11864406779661017,0.12967418194807456,0.1111111111111111,0.6295650073961129,0.3803181724292876,0.5662658110657893,unfaceted,test,29409062,Novel overlapping subgraph clustering for the detection of antigen epitopes.
1.0,1.0,0.9640446412859328,0.9694111595196104,0.9730609259098876,1.0,0.11363636363636363,0.20408163265306123,0.9,0.20454545454545456,0.33333333333333337,0.85,0.38636363636363635,0.53125,0.7333333333333333,0.8450522741643848,1.0,0.9819984192239184,0.9455457893317464,0.9419362622301047,unfaceted,dev,29360039,Crk proteins transduce FGF signaling to promote lens fiber cell elongation.
1.0,0.8964748854307555,0.8815236741275239,0.8504299148796258,0.8274012626528476,0.8,0.12903225806451613,0.2222222222222222,0.7,0.22580645161290322,0.3414634146341463,0.7,0.45161290322580644,0.5490196078431372,0.5166666666666667,0.6638897820943418,1.0,0.9500818174530681,0.8539397141436563,0.9119199660971974,unfaceted,test,27461729,Systematic identification of protein combinations mediating chromatin looping.
0.30995311664203284,0.35204774234353187,0.4325974402389769,0.4540489079465123,0.44355685332631856,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.05,0.25,0.08333333333333334,0.07547169811320754,0.11771407837445574,0.2,0.6937419183674802,0.41771301823416557,0.6415039466081424,unfaceted,test,29165708,Separase prevents genomic instability by controlling replication fork speed.
0.5,0.5545372948163666,0.5411633820099759,0.5598426154818983,0.5833520790063292,0.2,0.07142857142857142,0.10526315789473682,0.2,0.14285714285714285,0.16666666666666666,0.25,0.35714285714285715,0.2941176470588235,0.25,0.22753225192770163,0.2,0.8260564560686632,0.6363234935637091,0.7269973543482485,unfaceted,dev,29353941,A Bayesian model selection approach for identifying differentially expressed transcripts from RNA sequencing data.
1.0,0.9454627051836334,0.9565277436960511,0.9630161967238601,0.9480715140778033,0.8,0.08888888888888889,0.15999999999999998,0.9,0.2,0.32727272727272727,0.8,0.35555555555555557,0.4923076923076923,0.7627118644067796,0.8354329846307962,1.0,0.9745085413020741,0.8963079369815949,0.9083086632936058,unfaceted,test,25704641,Expression of TGFβ superfamily components and other markers of oocyte quality in oocytes selected by brilliant cresyl blue staining: relevance to early embryonic development.
0.6900468833579672,0.6899475155799147,0.6496055476559041,0.6520992421691882,0.6130077183627679,0.4,0.11764705882352941,0.1818181818181818,0.3,0.17647058823529413,0.22222222222222224,0.3,0.35294117647058826,0.3243243243243243,0.288135593220339,0.3745462293485545,1.0,0.847611868089002,0.6235730036691808,0.810907979583773,unfaceted,dev,29348350,Draft Genome Sequences of 14 Strains of Pseudomonas Isolated from Prunus sp. Plants.
0.7601875334318685,0.555514527965984,0.4921236282676414,0.5907287026600901,0.5493046289790797,0.4,0.25,0.3076923076923077,0.3,0.375,0.33333333333333326,0.2,0.5,0.28571428571428575,0.14285714285714285,0.404166467723453,1.0,0.7682725914730295,0.5155681127941187,0.7042160811449576,unfaceted,test,29255034,Artificial antibody created by conformational reconstruction of the complementary-determining region on gold nanoparticles.
0.5,0.43668416147336175,0.4495302733698585,0.48188620945060073,0.5142189401690902,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.18749999999999997,0.2,0.19446340733560177,0.09090909090909091,0.8182744271552947,0.5746040495702142,0.7648973135336101,unfaceted,test,29362237,Processing of Candida albicans Ece1p Is Critical for Candidalysin Maturation and Fungal Virulence.
0.8099531166420328,0.8733683229467235,0.899060546739717,0.8882756989810573,0.8822488227104708,0.8,0.11428571428571428,0.19999999999999998,0.8,0.22857142857142856,0.3555555555555555,0.75,0.42857142857142855,0.5454545454545454,0.603448275862069,0.6978300622324028,0.5,0.9441587282851727,0.8532884390859043,0.8988051719132502,unfaceted,dev,29372014,A psychometric assessment of Disturbances in Self-Organization symptom indicators for ICD-11 Complex PTSD using the International Trauma Questionnaire.
1.0,1.0,0.9640446412859328,0.9694111595196104,0.9730609259098876,1.0,0.11627906976744186,0.20833333333333334,0.9,0.20930232558139536,0.339622641509434,0.85,0.3953488372093023,0.5396825396825397,0.7166666666666667,0.7955068983155047,1.0,0.9747729061737433,0.9467892400924368,0.914295686775028,unfaceted,dev,26787849,SutA is a bacterial transcription factor expressed during slow growth in Pseudomonas aeruginosa.
0.38009376671593426,0.2825102612716922,0.24739021048260623,0.2545328915386044,0.34189092371973245,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.1,0.5,0.16666666666666669,0.09523809523809523,0.33492063492063495,1.0,0.5565637277627896,0.34189092371973245,0.4988504053036097,unfaceted,dev,29303981,Development of a Machine Vision Method for the Monitoring of Laying Hens and Detection of Multiple Nest Occupations.
0.5,0.3964748854307555,0.4827398283751051,0.49740223157840585,0.4849053998555585,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.05,0.14285714285714285,0.07407407407407408,0.11864406779661017,0.10294847068454817,0.125,0.7614863027449772,0.5157792755417205,0.6566998216300546,unfaceted,dev,29329231,"Development of a Cytocompatible Scaffold from Pig Immature Testicular Tissue Allowing Human Sertoli Cell Attachment, Proliferation and Functionality."
