ndcg%5,ndcg%10,ndcg%15,ndcg%20,ndcg%25,precision@5,recall@5,f1@5,precision@10,recall@10,f1@10,precision@20,recall@20,f1@20,r_precision,av_precision,reciprocal_rank,ndcg,ndcg@20,ndcg@50,facet,split,paper_id,title
0.23981246656813146,0.49347329178689386,0.596242186958868,0.507250039962136,0.48645360251946534,0.6,0.14285714285714285,0.23076923076923073,0.7,0.3333333333333333,0.45161290322580644,0.45,0.42857142857142855,0.4390243902439024,0.3620689655172414,0.49039816644955014,0.3333333333333333,0.7180043963256291,0.4417893901173755,0.6753562287310315,unfaceted,test,22569528,"ERK1/2 MAP kinases: structure, function, and regulation."
0.0,0.048987819752877915,0.0403330295527034,0.0403330295527034,0.0403330295527034,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.125,0.07142857142857144,0.13333333333333333,0.09827480564508867,0.05,0.35736765258699704,0.08857972253102962,0.249756830489745,unfaceted,test,23613754,"ERK2 suppresses self-renewal capacity of embryonic stem cells, but is not required for multi-lineage commitment."
0.6900468833579672,0.4597907239573938,0.49827134501222425,0.48405692863793254,0.4731374945602451,0.2,0.14285714285714285,0.16666666666666666,0.2,0.2857142857142857,0.23529411764705882,0.15,0.42857142857142855,0.2222222222222222,0.125,0.1961466895677422,0.5,0.7398918904161805,0.4841828556027246,0.6385581645024444,unfaceted,test,29409062,Novel overlapping subgraph clustering for the detection of antigen epitopes.
0.8099531166420328,0.697748826140569,0.7272295304393996,0.7172682512124665,0.7305654866829157,0.6,0.06818181818181818,0.1224489795918367,0.5,0.11363636363636363,0.18518518518518517,0.55,0.25,0.34375,0.7333333333333333,0.6624227470128554,1.0,0.9145067709244504,0.7421192208889592,0.8439934128078317,unfaceted,dev,29360039,Crk proteins transduce FGF signaling to promote lens fiber cell elongation.
0.6199062332840657,0.6921993510770802,0.7546488371754851,0.741464292096857,0.7320109915619647,0.4,0.06451612903225806,0.1111111111111111,0.6,0.1935483870967742,0.2926829268292683,0.4,0.25806451612903225,0.3137254901960784,0.5166666666666667,0.5152946899988666,0.3333333333333333,0.8911324929984517,0.6963374255814819,0.8282306469520456,unfaceted,test,27461729,Systematic identification of protein combinations mediating chromatin looping.
0.30995311664203284,0.3010047607165476,0.302607041263791,0.3702973769359107,0.3950123559994479,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.08333333333333334,0.0975609756097561,0.08038571901556121,0.058823529411764705,0.6815945927153472,0.4390182350623384,0.6685820254805118,unfaceted,test,29165708,Separase prevents genomic instability by controlling replication fork speed.
0.5,0.4510121802471221,0.46095128914553973,0.466779505753488,0.47945031242158004,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.21428571428571427,0.1764705882352941,0.23728813559322035,0.1705625391607534,0.07142857142857142,0.8017670791545254,0.5571276618275833,0.7198529796502448,unfaceted,dev,29353941,A Bayesian model selection approach for identifying differentially expressed transcripts from RNA sequencing data.
0.8800937667159342,0.9201043072024359,0.9363142956288519,0.9458197075050141,0.9125572557976679,0.8,0.08888888888888889,0.15999999999999998,0.9,0.2,0.32727272727272727,0.85,0.37777777777777777,0.523076923076923,0.75,0.7952806288841994,1.0,0.9648996708868868,0.9111942651379834,0.9045911871955504,unfaceted,test,25704641,Expression of TGFβ superfamily components and other markers of oocyte quality in oocytes selected by brilliant cresyl blue staining: relevance to early embryonic development.
0.8099531166420328,0.6376620562607138,0.5442425489461326,0.6122666421185934,0.5779278216712693,0.4,0.11764705882352941,0.1818181818181818,0.4,0.23529411764705882,0.29629629629629634,0.35,0.4117647058823529,0.37837837837837834,0.2833333333333333,0.3758186920936908,0.5,0.8148367282514332,0.5772416805822745,0.714075980443115,unfaceted,dev,29348350,Draft Genome Sequences of 14 Strains of Pseudomonas Isolated from Prunus sp. Plants.
0.19004688335796713,0.12663167705327652,0.1371495379088069,0.15242173216583227,0.18910390010895056,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.14545454545454545,0.11682577643055585,0.058823529411764705,0.5678354499622252,0.2861716939934135,0.5036730184357132,unfaceted,test,29255034,Artificial antibody created by conformational reconstruction of the complementary-determining region on gold nanoparticles.
